path,persona,domain,source_status,test_status,browser_status,production_status,capabilities,registrations
/care/appointments,care_requester,care,mounted,unknown,unknown,unknown,,client/src/App.tsx:194
/care/consent,care_requester,care,mounted,unknown,unknown,unknown,,client/src/App.tsx:193
/care/eligibility,care_requester,care,mounted,unknown,unknown,unknown,,client/src/App.tsx:192
/care/pharmacy,care_requester,care,mounted,unknown,unknown,unknown,,client/src/App.tsx:196
/care/prescriptions,care_requester,care,mounted,unknown,unknown,unknown,,client/src/App.tsx:195
/careers,care_requester,care,mounted,unknown,unknown,unknown,,client/src/App.tsx:168
/careers/:slug,care_requester,care,mounted,unknown,unknown,unknown,,client/src/App.tsx:167
/careers/innovative-product-builder,care_requester,care,mounted,unknown,unknown,unknown,,client/src/App.tsx:166
/compliance,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:172
/concepts,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:180
/contact,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:170
/developers,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:206
/disclosures,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:177
/early-interest,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:178
/ecosystem,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:161
/enterprise,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:207
/faq,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:210
/for-clients,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:158
/for-coaches,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:157
/for-practitioners,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:162
/for/:slug,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:163
/health,public_health_visitor,care,mounted,unknown,unknown,unknown,,client/src/App.tsx:186
/how-it-works,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:156
/investors,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:173
/kairos,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:201
/manifesto,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:164
/mvps,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:200
/network,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:160
/ontology,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:208
/partners,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/App.tsx:209
/press,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:174
/privacy,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:175
/product,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:155
/r/:code,partner_affiliate_and_referral_recipient,referrals_partners,mounted,full_suite_pass,browser_verified,built_not_deployed,referral_v1,client/src/App.tsx:187
/research,public_research_visitor,research_experience,mounted,focused_tests_pass,unknown,live_verified,research_public_gateway,client/src/App.tsx:190 | client/src/research/section.tsx:302
/research/__gallery/:page,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:350
/research/*,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/App.tsx:191
/research/about,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:329
/research/access,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:452
/research/access-gate,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:454
/research/access-hub,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:305
/research/access-state,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:324
/research/account,research_customer,identity_accounts,mounted,focused_tests_pass,browser_verified,unknown,customer_account_portal,client/src/research/section.tsx:363
/research/account/care,research_customer,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:357
/research/account/documents,research_customer,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:358
/research/account/interests,research_customer,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:361
/research/account/orders,research_customer,commerce,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:355
/research/account/orders/:reference,research_customer,commerce,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:354
/research/account/profile,research_customer,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:359
/research/account/security,research_customer,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:360
/research/account/subscription,research_customer,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:356
/research/account/support,research_customer,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:362
/research/activate,public_research_visitor,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:323
/research/affiliates,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:342
/research/application-status,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:320
/research/application/status,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:319
/research/apply,applicant_and_membership_operations,research_experience,mounted,unknown,unknown,blocked_external,membership_applications,client/src/research/section.tsx:315
/research/apply/review,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:316
/research/apply/status,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:318
/research/apply/success,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:317
/research/build-a-system,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:445
/research/cart,public_research_visitor,commerce,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:447
/research/contact,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:337
/research/documents,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:334
/research/early-access,quick_early_access_customer,commerce,mounted,focused_tests_pass,unknown,deployed_not_authenticated_smoked,quick_early_access,client/src/research/section.tsx:308
/research/early-access/order-request,research_customer,commerce,mounted,full_suite_pass,unknown,deployed_not_authenticated_smoked,assisted_research_orders,client/src/research/section.tsx:312
/research/early-access/order-request/:publicReference,quick_early_access_customer,commerce,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:314
/research/early-access/order-request/confirmation/:publicReference,quick_early_access_customer,commerce,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:313
/research/faq,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:331
/research/framework,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:449
/research/guides,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:435
/research/how-it-works,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:330
/research/learn,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:446
/research/lots/:lotCode,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:335
/research/member,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:367
/research/member/assessment,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:372
/research/member/blueprint,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:373
/research/member/cart,research_member,commerce,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:397
/research/member/catalog,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:384
/research/member/catalog/:family/:slug,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:383
/research/member/checkout,research_member,commerce,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:398
/research/member/diagnostics,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:389
/research/member/documents,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:376
/research/member/documents-center,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:377
/research/member/education,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:391
/research/member/goals,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:379
/research/member/goals/:slug,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:380
/research/member/guides,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:395
/research/member/guides/:slug,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:396
/research/member/kris-catalog,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:386
/research/member/kris-catalog/:family/:slug,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:385
/research/member/membership,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:368
/research/member/metabolic-care,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:388
/research/member/orders,research_member,commerce,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:399
/research/member/orders/:id,research_member,commerce,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:400
/research/member/privacy,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:370
/research/member/product-requests,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:394
/research/member/product-requests/new,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:393
/research/member/products,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:381
/research/member/products/:slug,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:382
/research/member/profile,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:371
/research/member/questions,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:402
/research/member/referrals,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:403
/research/member/security,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:369
/research/member/storage,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:390
/research/member/subscriptions,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:401
/research/member/supplements,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:387
/research/member/support,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:392
/research/member/tracker,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:378
/research/member/welcome,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:325
/research/member/xenios-30,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:374
/research/member/xenios-90,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:375
/research/membership,research_member,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:448
/research/order,all_legitimate_ordering_personas,commerce,mounted,focused_tests_pass,unknown,built_not_deployed,order_entry_hub,client/src/research/section.tsx:306
/research/orders,public_research_visitor,commerce,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:436
/research/organizations,organization_buyer,organizations,mounted,unknown,unknown,blocked_external,organization_access_orientation,client/src/research/section.tsx:340
/research/partners,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:341
/research/partners/apply,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:407
/research/partners/campaigns,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:412
/research/partners/commissions,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:416
/research/partners/compliance,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:419
/research/partners/conversions,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:415
/research/partners/dashboard,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:410
/research/partners/events,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:413
/research/partners/leads,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:414
/research/partners/links,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:411
/research/partners/onboarding,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:408
/research/partners/organizations,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:418
/research/partners/payouts,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:417
/research/partners/resources,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:420
/research/partners/security,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:422
/research/partners/support,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:421
/research/partners/training,partner_affiliate,referrals_partners,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:409
/research/peptides,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:441
/research/policies,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:336
/research/policies/:policy,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:343
/research/privacy,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:327
/research/product/:slug,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:432
/research/products,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:425
/research/products/:slug,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:429
/research/products/peptides,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:426
/research/products/quantum,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:428
/research/products/supplements,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:427
/research/professionals,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:451
/research/profile,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:439
/research/programs,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:450
/research/quality,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:332
/research/quantum,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:443
/research/referrals,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:438
/research/reset-password,public_research_visitor,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:322
/research/shop,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:444
/research/sign-in,public_research_visitor,identity_accounts,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:321
/research/subscriptions,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:437
/research/supplements,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:442
/research/supplier-access,supplier_fulfillment,supplier_fulfillment,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:307
/research/support,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:326
/research/systems,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:440
/research/terms,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:328
/research/testing,public_research_visitor,research_experience,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:333
/research/wholesale,organization_buyer,organizations,mounted,unknown,unknown,unknown,,client/src/research/section.tsx:453
/security,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:171
/storefront,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:159
/telemedicine,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:204
/terms,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:176
/waitlist,public_visitor,corporate_site,mounted,unknown,unknown,unknown,,client/src/App.tsx:169
