route_type,domains,method,path,component,file,line,authorization_trace,authorization_signals,feature_flags,persistence_signals
api,admin,POST,/api/admin/research/activation/identity/:caseId/emergency-delete,,server/research/membership-activation/routes.ts,1069,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,POST,/api/admin/research/activation/identity/:caseId/review,,server/research/membership-activation/routes.ts,1060,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,GET,/api/admin/research/activation/identity/:caseId/view,,server/research/membership-activation/routes.ts,1053,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,GET,/api/admin/research/activation/identity/queue,,server/research/membership-activation/routes.ts,1044,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,GET,/api/admin/research/activation/methods,,server/research/membership-activation/routes.ts,965,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,POST,/api/admin/research/activation/methods,,server/research/membership-activation/routes.ts,977,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,POST,/api/admin/research/activation/methods/:methodId/approve,,server/research/membership-activation/routes.ts,986,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,POST,/api/admin/research/activation/methods/:methodId/disable,,server/research/membership-activation/routes.ts,1003,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,GET,/api/admin/research/activation/queue,,server/research/membership-activation/routes.ts,862,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,GET,/api/admin/research/activation/queue/:obligationId,,server/research/membership-activation/routes.ts,869,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,POST,/api/admin/research/activation/queue/:obligationId/cancel,,server/research/membership-activation/routes.ts,897,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,POST,/api/admin/research/activation/queue/:obligationId/duplicate,,server/research/membership-activation/routes.ts,897,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,POST,/api/admin/research/activation/queue/:obligationId/migrate,,server/research/membership-activation/routes.ts,912,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,POST,/api/admin/research/activation/queue/:obligationId/mismatch,,server/research/membership-activation/routes.ts,897,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,POST,/api/admin/research/activation/queue/:obligationId/refunded,,server/research/membership-activation/routes.ts,897,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,POST,/api/admin/research/activation/queue/:obligationId/reject,,server/research/membership-activation/routes.ts,897,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,POST,/api/admin/research/activation/queue/:obligationId/request-info,,server/research/membership-activation/routes.ts,897,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,POST,/api/admin/research/activation/queue/:obligationId/reversed,,server/research/membership-activation/routes.ts,897,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,POST,/api/admin/research/activation/queue/:obligationId/verify,,server/research/membership-activation/routes.ts,876,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,GET,/api/admin/research/activation/readiness,,server/research/membership-activation/routes.ts,1036,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,GET,/api/admin/research/activation/reconciliation,,server/research/membership-activation/routes.ts,1018,file_signal_present,requireMember|requireSupabaseAdmin,,
api,admin,GET,/api/admin/research/applications,,server/research/membership.ts,599,file_signal_present,requireBillingEnabled|requireSupabaseAdmin,RESEARCH_MEMBERSHIP_BILLING_ENABLED,research_application_events|research_applications|research_members|research_rate_limit_hit
api,admin,GET,/api/admin/research/applications/:id,,server/research/membership.ts,623,file_signal_present,requireBillingEnabled|requireSupabaseAdmin,RESEARCH_MEMBERSHIP_BILLING_ENABLED,research_application_events|research_applications|research_members|research_rate_limit_hit
api,admin,POST,/api/admin/research/applications/:id/activate,,server/research/membership.ts,752,file_signal_present,requireBillingEnabled|requireSupabaseAdmin,RESEARCH_MEMBERSHIP_BILLING_ENABLED,research_application_events|research_applications|research_members|research_rate_limit_hit
api,admin,POST,/api/admin/research/applications/:id/approve,,server/research/membership.ts,698,file_signal_present,requireBillingEnabled|requireSupabaseAdmin,RESEARCH_MEMBERSHIP_BILLING_ENABLED,research_application_events|research_applications|research_members|research_rate_limit_hit
api,admin,POST,/api/admin/research/applications/:id/begin-activation,,server/research/membership.ts,749,file_signal_present,requireBillingEnabled|requireSupabaseAdmin,RESEARCH_MEMBERSHIP_BILLING_ENABLED,research_application_events|research_applications|research_members|research_rate_limit_hit
api,admin,POST,/api/admin/research/applications/:id/decline,,server/research/membership.ts,851,file_signal_present,requireBillingEnabled|requireSupabaseAdmin,RESEARCH_MEMBERSHIP_BILLING_ENABLED,research_application_events|research_applications|research_members|research_rate_limit_hit
api,admin,POST,/api/admin/research/applications/:id/request-info,,server/research/membership.ts,682,file_signal_present,requireBillingEnabled|requireSupabaseAdmin,RESEARCH_MEMBERSHIP_BILLING_ENABLED,research_application_events|research_applications|research_members|research_rate_limit_hit
api,admin,POST,/api/admin/research/applications/:id/review,,server/research/membership.ts,679,file_signal_present,requireBillingEnabled|requireSupabaseAdmin,RESEARCH_MEMBERSHIP_BILLING_ENABLED,research_application_events|research_applications|research_members|research_rate_limit_hit
api,admin,GET,/api/admin/research/blueprints,,server/research/blueprint.ts,540,file_signal_present,requireActiveMember|requireSupabaseAdmin,,research_blueprints|research_members|research_plan_review_audit_events
api,admin,GET,/api/admin/research/blueprints/:blueprintId,,server/research/blueprint.ts,623,file_signal_present,requireActiveMember|requireSupabaseAdmin,,research_blueprints|research_members|research_plan_review_audit_events
api,admin,POST,/api/admin/research/blueprints/:blueprintId/review,,server/research/blueprint.ts,700,file_signal_present,requireActiveMember|requireSupabaseAdmin,,research_blueprints|research_members|research_plan_review_audit_events
api,admin,POST,/api/admin/research/blueprints/generate,,server/research/blueprint.ts,672,file_signal_present,requireActiveMember|requireSupabaseAdmin,,research_blueprints|research_members|research_plan_review_audit_events
api,admin,GET,/api/admin/research/capabilities,,server/research/capabilities.ts,168,file_signal_present,requireActiveMember|requireSupabaseAdmin,RESEARCH_DOCUMENT_RENDERING_ENABLED|RESEARCH_HEALTH_DATA_ENABLED|RESEARCH_IDENTITY_ENABLED|RESEARCH_INFINITY_ENABLED|RESEARCH_PRIVATE_MEDIA_ENABLED|RESEARCH_TELEGRAM_ENABLED,
api,commerce|admin,GET,/api/admin/research/cart/:cartCheckoutNumber/confirm-payment,,server/research/early-access/register.ts,1356,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,commerce|admin,POST,/api/admin/research/cart/:cartCheckoutNumber/confirm-payment,,server/research/early-access/register.ts,1330,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,commerce|admin,POST,/api/admin/research/cart/:cartCheckoutNumber/external-proof,,server/research/early-access/register.ts,1320,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,commerce|supplier|admin,POST,/api/admin/research/cart/:cartCheckoutNumber/fulfilment-event,,server/research/early-access/register.ts,1076,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,commerce|admin,POST,/api/admin/research/cart/shipping-sla/sweep,,server/research/early-access/register.ts,1063,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,commerce|admin,GET,/api/admin/research/claims,,server/research/commerce/routes.ts,751,file_signal_present,requireActiveMember|requireAdmin|requireMember,,
api,commerce|admin,POST,/api/admin/research/claims/:claimId/refund,,server/research/commerce/routes.ts,778,file_signal_present,requireActiveMember|requireAdmin|requireMember,,
api,commerce|admin,POST,/api/admin/research/claims/:claimId/replacement,,server/research/commerce/routes.ts,801,file_signal_present,requireActiveMember|requireAdmin|requireMember,,
api,commerce|admin,POST,/api/admin/research/claims/:claimId/review,,server/research/commerce/routes.ts,755,file_signal_present,requireActiveMember|requireAdmin|requireMember,,
api,commerce|admin,GET,/api/admin/research/commerce/queues,,server/research/commerce/routes.ts,747,file_signal_present,requireActiveMember|requireAdmin|requireMember,,
api,supplier|admin,GET,/api/admin/research/crm-supplier-operations,,server/research/admin-crm-supplier-operations/routes.ts,45,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveActorId,,
api,supplier|admin,POST,/api/admin/research/crm-supplier-operations/actions,,server/research/admin-crm-supplier-operations/routes.ts,56,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveActorId,,
api,admin,POST,/api/admin/research/documents,,server/research/documents.ts,727,file_signal_present,requireActiveMember|requireSupabaseAdmin,,research_members|research_plan_documents
api,admin,POST,/api/admin/research/early-access/customers,,server/research/early-access/routes/ops-routes.ts,195,file_signal_present,resolveSession,,
api,admin,POST,/api/admin/research/early-access/holds,,server/research/early-access/routes/ops-routes.ts,306,file_signal_present,resolveSession,,
api,admin,POST,/api/admin/research/early-access/holds/withdraw,,server/research/early-access/routes/ops-routes.ts,336,file_signal_present,resolveSession,,
api,admin,GET,/api/admin/research/early-access/releases,,server/research/early-access/register.ts,1616,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,admin,POST,/api/admin/research/early-access/releases,,server/research/early-access/register.ts,1619,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,admin,GET,/api/admin/research/early-access/releases/history,,server/research/early-access/register.ts,1613,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,supplier|admin,POST,/api/admin/research/early-access/supplier-confirmations,,server/research/early-access/routes/ops-routes.ts,255,file_signal_present,resolveSession,,
api,admin,GET,/api/admin/research/early-access/verification-requests,,server/research/early-access/routes/ops-routes.ts,251,file_signal_present,resolveSession,,
api,supplier|admin,GET,/api/admin/research/inventory/lots,,server/research/inventory-admin/routes.ts,165,parent_or_runtime_trace_required,,,
api,supplier|admin,POST,/api/admin/research/inventory/lots,,server/research/inventory-admin/routes.ts,174,parent_or_runtime_trace_required,,,
api,supplier|admin,POST,/api/admin/research/inventory/lots/:lotId/disposition,,server/research/inventory-admin/routes.ts,225,parent_or_runtime_trace_required,,,
api,supplier|admin,POST,/api/admin/research/inventory/lots/:lotId/movements,,server/research/inventory-admin/routes.ts,204,parent_or_runtime_trace_required,,,
api,supplier|admin,GET,/api/admin/research/inventory/movements,,server/research/inventory-admin/routes.ts,188,parent_or_runtime_trace_required,,,
api,supplier|admin,GET,/api/admin/research/lot-quality-documents,,server/research/inventory-admin/routes.ts,246,parent_or_runtime_trace_required,,,
api,supplier|admin,POST,/api/admin/research/lot-quality-documents/:documentId/confirm,,server/research/inventory-admin/routes.ts,293,parent_or_runtime_trace_required,,,
api,supplier|admin,POST,/api/admin/research/lot-quality-documents/:documentId/file-access,,server/research/inventory-admin/routes.ts,340,parent_or_runtime_trace_required,,,
api,supplier|admin,POST,/api/admin/research/lot-quality-documents/:documentId/review,,server/research/inventory-admin/routes.ts,319,parent_or_runtime_trace_required,,,
api,supplier|admin,POST,/api/admin/research/lot-quality-documents/upload,,server/research/inventory-admin/routes.ts,255,parent_or_runtime_trace_required,,,
api,supplier|admin,POST,/api/admin/research/lot-quality-documents/upload/cancel,,server/research/inventory-admin/routes.ts,273,parent_or_runtime_trace_required,,,
api,catalog|admin,GET,/api/admin/research/metabolic-pathways,,server/research/products-diagnostics/routes.ts,352,file_signal_present,requireActiveMember|requireAdmin,,
api,catalog|admin,PUT,/api/admin/research/metabolic-pathways/:pathwayId,,server/research/products-diagnostics/routes.ts,362,file_signal_present,requireActiveMember|requireAdmin,,
api,commerce|admin,POST,/api/admin/research/orders/:orderId/approve,,server/research/commerce/routes.ts,837,file_signal_present,requireActiveMember|requireAdmin|requireMember,,
api,commerce|admin,POST,/api/admin/research/orders/:orderId/cancel,,server/research/commerce/routes.ts,845,file_signal_present,requireActiveMember|requireAdmin|requireMember,,
api,commerce|admin,POST,/api/admin/research/orders/:orderId/capture,,server/research/commerce/routes.ts,841,file_signal_present,requireActiveMember|requireAdmin|requireMember,,
api,admin,GET,/api/admin/research/outbox,,server/research/outbox.ts,598,file_signal_present,assertEmailPayloadSafe|requireSupabaseAdmin|resolveEmailConfiguration,RESEARCH_GOOGLE_WORKSPACE_EXPORTS_ENABLED,research_notification_attempts|research_notification_outbox
api,admin,POST,/api/admin/research/outbox/:id/retry,,server/research/outbox.ts,625,file_signal_present,assertEmailPayloadSafe|requireSupabaseAdmin|resolveEmailConfiguration,RESEARCH_GOOGLE_WORKSPACE_EXPORTS_ENABLED,research_notification_attempts|research_notification_outbox
api,admin,POST,/api/admin/research/outbox/run,,server/research/outbox.ts,588,file_signal_present,assertEmailPayloadSafe|requireSupabaseAdmin|resolveEmailConfiguration,RESEARCH_GOOGLE_WORKSPACE_EXPORTS_ENABLED,research_notification_attempts|research_notification_outbox
api,commerce|affiliate|admin,POST,/api/admin/research/partners/:partnerId/review,,server/research/commerce/routes.ts,809,file_signal_present,requireActiveMember|requireAdmin|requireMember,,
api,admin,GET,/api/admin/research/payments,,server/research/early-access/register.ts,1477,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,admin,GET,/api/admin/research/payments/:orderNumber,,server/research/early-access/register.ts,1507,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,admin,POST,/api/admin/research/payments/:orderNumber/confirm,,server/research/early-access/register.ts,1481,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,admin,POST,/api/admin/research/payments/:orderNumber/external-proof,,server/research/early-access/register.ts,1499,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,commerce|admin,POST,/api/admin/research/payments/:orderNumber/overpayment-exception,,server/research/early-access/register.ts,1564,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,commerce|admin,POST,/api/admin/research/payments/:orderNumber/refund,,server/research/early-access/register.ts,1571,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,admin,POST,/api/admin/research/payments/:orderNumber/reject,,server/research/early-access/register.ts,1491,file_signal_present,requireAdmin|requireSupabaseAdmin|resolveEarlyAccessCartStore|resolveEarlyAccessConfig|resolveMember|resolveSession,,research_early_access_commit_cart_checkout|research_early_access_record_cart_fulfilment_event|research_material
api,admin,POST,/api/admin/research/plans/xenios30,,server/research/plans.ts,714,file_signal_present,requireActiveMember|requireSupabaseAdmin,,research_members|research_plan_change_requests|research_xenios30_plans|research_xenios90_plans
api,admin,POST,/api/admin/research/plans/xenios30/:planId/publish,,server/research/plans.ts,741,file_signal_present,requireActiveMember|requireSupabaseAdmin,,research_members|research_plan_change_requests|research_xenios30_plans|research_xenios90_plans
api,admin,POST,/api/admin/research/plans/xenios90,,server/research/plans.ts,759,file_signal_present,requireActiveMember|requireSupabaseAdmin,,research_members|research_plan_change_requests|research_xenios30_plans|research_xenios90_plans
api,admin,POST,/api/admin/research/plans/xenios90/:planId/publish,,server/research/plans.ts,786,file_signal_present,requireActiveMember|requireSupabaseAdmin,,research_members|research_plan_change_requests|research_xenios30_plans|research_xenios90_plans
api,admin,GET,/api/admin/research/prelaunch/roles,,server/research/prelaunch.ts,366,file_signal_present,requireAdmin|requirePrelaunch|requirePrelaunchAccess|resolveDataContext|verifyUser,,research_prelaunch_access_audit|research_prelaunch_role_assignments|research_prelaunch_seed_namespaces|research_prelaunch_settings
api,admin,POST,/api/admin/research/prelaunch/roles,,server/research/prelaunch.ts,384,file_signal_present,requireAdmin|requirePrelaunch|requirePrelaunchAccess|resolveDataContext|verifyUser,,research_prelaunch_access_audit|research_prelaunch_role_assignments|research_prelaunch_seed_namespaces|research_prelaunch_settings
api,admin,DELETE,/api/admin/research/prelaunch/roles/:assignmentId,,server/research/prelaunch.ts,410,file_signal_present,requireAdmin|requirePrelaunch|requirePrelaunchAccess|resolveDataContext|verifyUser,,research_prelaunch_access_audit|research_prelaunch_role_assignments|research_prelaunch_seed_namespaces|research_prelaunch_settings
api,admin,GET,/api/admin/research/product-requests,,server/research/product-requests.ts,1063,file_signal_present,requireActiveMember|requireProductRequestAdmin|requireSupabaseAdmin,,research_add_product_request_message|research_admin_update_product_request|research_applications|research_confirm_product_request_file|research_create_product_request|research_members|research_product_demand_candidates|research_product_request_events|research_product_request_files|research_product_request_storage_cleanup|research_product_requests|research_queue_abandoned_product_request_files|research_remove_product_request_file|research_reserve_product_request_file|research_withdraw_product_request
api,admin,GET,/api/admin/research/product-requests/:requestId,,server/research/product-requests.ts,1262,file_signal_present,requireActiveMember|requireProductRequestAdmin|requireSupabaseAdmin,,research_add_product_request_message|research_admin_update_product_request|research_applications|research_confirm_product_request_file|research_create_product_request|research_members|research_product_demand_candidates|research_product_request_events|research_product_request_files|research_product_request_storage_cleanup|research_product_requests|research_queue_abandoned_product_request_files|research_remove_product_request_file|research_reserve_product_request_file|research_withdraw_product_request
api,admin,PATCH,/api/admin/research/product-requests/:requestId,,server/research/product-requests.ts,1309,file_signal_present,requireActiveMember|requireProductRequestAdmin|requireSupabaseAdmin,,research_add_product_request_message|research_admin_update_product_request|research_applications|research_confirm_product_request_file|research_create_product_request|research_members|research_product_demand_candidates|research_product_request_events|research_product_request_files|research_product_request_storage_cleanup|research_product_requests|research_queue_abandoned_product_request_files|research_remove_product_request_file|research_reserve_product_request_file|research_withdraw_product_request
api,admin,GET,/api/admin/research/product-requests/:requestId/files/:fileId/access,,server/research/product-requests.ts,1389,file_signal_present,requireActiveMember|requireProductRequestAdmin|requireSupabaseAdmin,,research_add_product_request_message|research_admin_update_product_request|research_applications|research_confirm_product_request_file|research_create_product_request|research_members|research_product_demand_candidates|research_product_request_events|research_product_request_files|research_product_request_storage_cleanup|research_product_requests|research_queue_abandoned_product_request_files|research_remove_product_request_file|research_reserve_product_request_file|research_withdraw_product_request
api,admin,GET,/api/admin/research/product-requests/analytics,,server/research/product-requests.ts,1123,file_signal_present,requireActiveMember|requireProductRequestAdmin|requireSupabaseAdmin,,research_add_product_request_message|research_admin_update_product_request|research_applications|research_confirm_product_request_file|research_create_product_request|research_members|research_product_demand_candidates|research_product_request_events|research_product_request_files|research_product_request_storage_cleanup|research_product_requests|research_queue_abandoned_product_request_files|research_remove_product_request_file|research_reserve_product_request_file|research_withdraw_product_request
api,catalog|admin,GET,/api/admin/research/products,,server/research/products-diagnostics/product-admin-routes.ts,138,file_signal_present,requireAdmin,,
api,catalog|admin,POST,/api/admin/research/products,,server/research/products-diagnostics/product-admin-routes.ts,147,file_signal_present,requireAdmin,,
api,catalog|admin,GET,/api/admin/research/products/:productId,,server/research/products-diagnostics/product-admin-routes.ts,160,file_signal_present,requireAdmin,,
api,catalog|admin,PUT,/api/admin/research/products/:productId,,server/research/products-diagnostics/product-admin-routes.ts,172,file_signal_present,requireAdmin,,
api,catalog|admin,POST,/api/admin/research/products/:productId/archive,,server/research/products-diagnostics/product-admin-routes.ts,201,file_signal_present,requireAdmin,,
api,catalog|admin,POST,/api/admin/research/products/:productId/duplicate,,server/research/products-diagnostics/product-admin-routes.ts,186,file_signal_present,requireAdmin,,
api,catalog|admin,PUT,/api/admin/research/products/:productId/media/:mediaId,,server/research/products-diagnostics/product-admin-routes.ts,324,file_signal_present,requireAdmin,,
api,catalog|admin,POST,/api/admin/research/products/:productId/media/:mediaId/confirm,,server/research/products-diagnostics/product-admin-routes.ts,310,file_signal_present,requireAdmin,,
api,catalog|admin,POST,/api/admin/research/products/:productId/media/upload,,server/research/products-diagnostics/product-admin-routes.ts,296,file_signal_present,requireAdmin,,
api,catalog|admin,POST,/api/admin/research/products/:productId/prices,,server/research/products-diagnostics/product-admin-routes.ts,268,file_signal_present,requireAdmin,,
api,catalog|admin,POST,/api/admin/research/products/:productId/prices/:priceId/approve,,server/research/products-diagnostics/product-admin-routes.ts,282,file_signal_present,requireAdmin,,
api,catalog|admin,POST,/api/admin/research/products/:productId/publish,,server/research/products-diagnostics/product-admin-routes.ts,201,file_signal_present,requireAdmin,,
api,catalog|admin,POST,/api/admin/research/products/:productId/restore,,server/research/products-diagnostics/product-admin-routes.ts,201,file_signal_present,requireAdmin,,
api,catalog|admin,POST,/api/admin/research/products/:productId/unpublish,,server/research/products-diagnostics/product-admin-routes.ts,201,file_signal_present,requireAdmin,,
api,catalog|admin,POST,/api/admin/research/products/:productId/variants,,server/research/products-diagnostics/product-admin-routes.ts,239,file_signal_present,requireAdmin,,
api,catalog|admin,PUT,/api/admin/research/products/:productId/variants/:variantId,,server/research/products-diagnostics/product-admin-routes.ts,253,file_signal_present,requireAdmin,,
api,admin,POST,/api/admin/research/questions/:questionId/answer,,server/research/questions.ts,575,file_signal_present,requireActiveMember|requireSupabaseAdmin|verifyWebhook,,research_member_questions|research_members|research_telegram_links
api,admin,GET,/api/admin/research/queues/:queue,,server/research/admin-queues.ts,888,file_signal_present,requireSupabaseAdmin,,research_agreement_acceptances|research_applications|research_blueprints|research_member_questions|research_members|research_xenios30_plans
api,admin,GET,/api/admin/research/queues/:queue/items/:itemId,,server/research/admin-queues.ts,939,file_signal_present,requireSupabaseAdmin,,research_agreement_acceptances|research_applications|research_blueprints|research_member_questions|research_members|research_xenios30_plans
api,admin,GET,/api/admin/research/readiness/:domain,,server/research/required-inputs.ts,551,parent_or_runtime_trace_required,,,research_define_required_input|research_domain_launch_controls|research_domain_readiness|research_required_input_audit|research_required_inputs|research_set_readiness_manifest|research_transition_launch_status|research_transition_required_input
api,admin,PUT,/api/admin/research/readiness/:domain/manifest,,server/research/required-inputs.ts,521,parent_or_runtime_trace_required,,,research_define_required_input|research_domain_launch_controls|research_domain_readiness|research_required_input_audit|research_required_inputs|research_set_readiness_manifest|research_transition_launch_status|research_transition_required_input
api,admin,POST,/api/admin/research/readiness/:domain/transition,,server/research/required-inputs.ts,572,parent_or_runtime_trace_required,,,research_define_required_input|research_domain_launch_controls|research_domain_readiness|research_required_input_audit|research_required_inputs|research_set_readiness_manifest|research_transition_launch_status|research_transition_required_input
api,affiliate|admin,GET,/api/admin/research/referral-fraud,,server/research/fraud-admin.ts,15,file_signal_present,requireSupabaseAdmin,,
api,affiliate|admin,POST,/api/admin/research/referral-fraud/:id/action,,server/research/fraud-admin.ts,34,file_signal_present,requireSupabaseAdmin,,
api,affiliate|admin,POST,/api/admin/research/referral-fraud/report,,server/research/fraud-admin.ts,61,file_signal_present,requireSupabaseAdmin,,
api,admin,GET,/api/admin/research/required-inputs,,server/research/required-inputs.ts,436,parent_or_runtime_trace_required,,,research_define_required_input|research_domain_launch_controls|research_domain_readiness|research_required_input_audit|research_required_inputs|research_set_readiness_manifest|research_transition_launch_status|research_transition_required_input
api,admin,POST,/api/admin/research/required-inputs,,server/research/required-inputs.ts,465,parent_or_runtime_trace_required,,,research_define_required_input|research_domain_launch_controls|research_domain_readiness|research_required_input_audit|research_required_inputs|research_set_readiness_manifest|research_transition_launch_status|research_transition_required_input
api,admin,POST,/api/admin/research/required-inputs/:id/transition,,server/research/required-inputs.ts,486,parent_or_runtime_trace_required,,,research_define_required_input|research_domain_launch_controls|research_domain_readiness|research_required_input_audit|research_required_inputs|research_set_readiness_manifest|research_transition_launch_status|research_transition_required_input
api,admin,POST,/api/admin/research/sla/sweep,,server/research/sla.ts,502,file_signal_present,requireSupabaseAdmin,,research_member_questions|research_members|research_sla_events
