"evidence","url","observedAt","role","label","destination","disabled","exerciseStatus"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Health","/health","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Book a Call","/book","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Early Access","/waitlist","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Concepts","/concepts","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Manifesto","/manifesto","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","About","/about","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Careers","/careers","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Press","/press","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Contact","/contact","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Security","/security","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Compliance","/compliance","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Investors","/investors","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","llms.txt","/llms.txt","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Privacy","/privacy","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Terms","/terms","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","link","Disclosures","/disclosures","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","button","Install","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-home-mobile.txt","http://127.0.0.1:5299/","2026-09-24T18:49:07.533Z","button","Dismiss","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","xenios research","/research","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Back to gateway","/research","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Continue","/research/sign-in","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Continue","/research/activate","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Continue","/research/order","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Continue","/care/schedule","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Continue","/research/partners","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Continue","/research/organizations","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Continue","/research/supplier-access","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Start Care request","/care/schedule","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","How Care works","/care/how-it-works","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Choose how to order","/research/order","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Research member sign in","/research/sign-in","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Explore organization access","/research/organizations","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Compare partnership paths","/research/partners","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Compare partnership paths","/research/partners","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Review affiliate access","/research/affiliates","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Review supplier access","/research/supplier-access","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","How access works","/research/how-it-works","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Enter Private Early Access","/research/early-access","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Get support","/research/support","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Explore Research","/research/access-hub","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Begin Care","/care","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","xenios care + research","/health","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Care","/care","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Research","/research/access-hub","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","How it works","/research/how-it-works","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Quality","/research/quality","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","FAQ","/research/faq","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","About","/research/about","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Partners","/research/partners","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Policies","/research/policies","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Contact","/research/contact","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Support","/research/support","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Sign in","/research/sign-in","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Privacy","/research/privacy","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Terms","/research/terms","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-access-hub-mobile.txt","http://127.0.0.1:5299/research/access-hub#account-access","2026-09-24T18:49:11.338Z","link","Accessibility","/research/policies/accessibility","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","xenios research","/research","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Back to gateway","/research","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Prepare an inquiry","""#partnership-inquiry""","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Existing partner access","/research/partners/dashboard","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Explore organization access","/research/organizations","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Review the clinic pathway","/research/organizations","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Review provider boundaries","/research/organizations","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Explore affiliate access","/research/affiliates","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Review the collective boundary","/research/affiliates","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Review supplier access","/research/supplier-access","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Prepare a white-label inquiry","""#partnership-inquiry""","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Prepare a strategic inquiry","""#partnership-inquiry""","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","combobox","Relationship type","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","textbox","Your name","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","textbox","Business email","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","textbox","Organization","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","textbox","Your role","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","textbox","Website (optional)","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","textbox","Principal region or jurisdiction","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","textbox","Business context","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","button","Submit inquiry","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","xenios care + research","/health","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Care","/care","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Research","/research/access-hub","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","How it works","/research/how-it-works","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Quality","/research/quality","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","FAQ","/research/faq","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","About","/research/about","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Partners","/research/partners","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Policies","/research/policies","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Contact","/research/contact","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Support","/research/support","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Sign in","/research/sign-in","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Privacy","/research/privacy","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Terms","/research/terms","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partners-mobile.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:50:13.395Z","link","Accessibility","/research/policies/accessibility","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","link","xenios research","/research","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","link","Back to gateway","/research","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","link","Prepare an inquiry","""#partnership-inquiry""","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","link","Existing partner access","/research/partners/dashboard","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","link","Explore organization access","/research/organizations","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","link","Review the clinic pathway","/research/organizations","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","link","Review provider boundaries","/research/organizations","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","link","Explore affiliate access","/research/affiliates","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","link","Review the collective boundary","/research/affiliates","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","link","Review supplier access","/research/supplier-access","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","link","Prepare a white-label inquiry","""#partnership-inquiry""","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","link","Prepare a strategic inquiry","""#partnership-inquiry""","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","combobox","Relationship type","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","textbox","Your name","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","textbox","Business email","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","textbox","Organization","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","textbox","Your role","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","textbox","Website (optional)","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","textbox","Principal region or jurisdiction","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","textbox","Business context","","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","button","Submitting…","","true","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
"candidate-partnership-submit-no-provider.txt","http://127.0.0.1:5299/research/partners","2026-09-24T18:53:03.681Z","link","xenios care + research","/health","false","OBSERVED; individual action NOT RUN unless listed in scenario matrix"
